idade,tempo_cliente_meses,genero,tipo_contrato,tipo_internet,valor_mensal,valor_total,num_servicos_extra,suporte_tecnico,pagamento_automatico,forma_pagamento,num_reclamacoes_12m,atrasos_pagamento_12m,uso_dados_gb,churn
20,57,M,mensal,fibra,138.99,7704.28,7,nao,sim,cartao_credito,0,1,61.1,0
24,42,F,bianual,fibra,140.75,6096.49,7,nao,nao,cartao_credito,2,1,72.2,0
64,32,F,mensal,fibra,111.08,3041.18,3,nao,sim,cartao_credito,0,1,40.1,0
63,29,M,anual,fibra,92.7,2302.89,1,sim,sim,debito_automatico,2,0,113.2,1
36,49,M,bianual,dsl,96.47,4088.48,6,nao,sim,boleto,1,2,26.1,0
21,7,F,mensal,fibra,120.73,854.3,5,nao,nao,boleto,0,2,97.3,1
37,68,F,anual,fibra,152.57,9104.8,7,sim,nao,debito_automatico,2,2,141.8,0
68,41,F,mensal,dsl,96.61,3506.75,4,sim,sim,debito_automatico,2,0,122.9,0
26,17,M,mensal,fibra,119.96,1972.19,4,nao,nao,cartao_credito,3,1,116.3,1
67,39,F,anual,fibra,97.86,3974.89,1,nao,nao,boleto,0,1,44.6,0
46,62,F,bianual,dsl,77.99,4658.51,4,sim,sim,pix,1,0,204.6,0
26,13,F,mensal,dsl,71.57,927.17,2,sim,sim,debito_automatico,2,1,171.3,0
75,38,M,anual,nenhuma,34.84,1175.04,1,sim,nao,debito_automatico,3,2,59.8,1
50,44,F,bianual,dsl,101.24,4600.82,6,nao,sim,pix,1,1,132.4,0
59,59,M,bianual,nenhuma,44.17,2244.25,2,nao,sim,pix,0,1,52.4,0
23,41,M,anual,fibra,100.47,3734.38,1,sim,sim,cartao_credito,2,1,134.2,1
41,54,M,anual,dsl,102.57,5210.58,7,nao,sim,boleto,3,1,27.3,0
57,56,F,bianual,dsl,120.54,6043.05,7,nao,nao,boleto,0,0,163.0,1
58,65,M,anual,dsl,77.34,4940.39,3,sim,nao,pix,2,1,55.0,0
21,27,F,anual,fibra,119.4,3177.89,2,sim,nao,boleto,1,0,36.7,1
55,51,F,bianual,fibra,101.36,4612.99,1,sim,nao,boleto,5,1,32.1,0
76,18,F,anual,fibra,145.77,2234.79,5,sim,nao,boleto,1,1,100.9,1
66,61,M,anual,dsl,96.4,5085.74,4,nao,sim,debito_automatico,1,0,123.4,0
30,69,F,mensal,dsl,88.82,5209.82,4,nao,nao,cartao_credito,1,0,69.9,0
74,22,M,anual,fibra,132.22,2999.24,6,nao,sim,debito_automatico,2,0,142.5,0
60,41,M,bianual,dsl,73.39,2931.76,3,sim,sim,pix,2,1,11.1,0
21,60,M,bianual,dsl,99.26,5227.15,5,nao,nao,boleto,0,0,87.0,0
25,2,M,anual,dsl,96.15,167.01,5,sim,nao,boleto,2,0,68.6,1
75,51,F,bianual,fibra,133.29,6889.69,6,sim,sim,boleto,0,1,40.5,0
30,60,M,bianual,nenhuma,71.66,4352.09,5,sim,sim,debito_automatico,0,1,34.4,0
23,63,M,bianual,dsl,55.31,3608.15,0,nao,sim,cartao_credito,1,2,129.7,0
45,15,F,mensal,dsl,93.71,1239.58,4,nao,nao,debito_automatico,0,2,27.9,0
50,55,M,anual,dsl,103.2,5417.49,7,nao,sim,debito_automatico,1,1,82.5,0
53,57,M,bianual,dsl,95.0,4734.31,4,nao,sim,cartao_credito,1,2,20.8,0
58,1,M,mensal,fibra,126.01,127.16,4,sim,sim,cartao_credito,1,0,16.3,1
79,51,M,anual,nenhuma,66.58,3166.37,4,sim,nao,cartao_credito,1,1,78.2,0
65,46,F,bianual,fibra,129.82,5907.02,4,nao,nao,cartao_credito,1,1,95.8,1
19,70,M,anual,dsl,78.32,4693.28,3,nao,nao,cartao_credito,1,2,41.0,0
23,4,M,mensal,nenhuma,79.68,320.5,7,nao,nao,cartao_credito,2,2,116.1,1
18,70,F,bianual,dsl,69.26,4343.49,0,sim,sim,debito_automatico,1,1,171.3,0
42,42,M,anual,dsl,100.68,4307.05,6,nao,sim,pix,2,0,132.9,0
39,20,F,anual,fibra,103.99,1845.14,1,sim,sim,debito_automatico,1,1,78.4,0
75,28,F,anual,fibra,94.95,2679.92,1,sim,sim,boleto,2,1,163.5,0
40,56,M,bianual,dsl,72.1,3540.25,4,sim,nao,pix,0,0,89.3,0
19,72,M,anual,fibra,120.18,8503.12,5,sim,sim,debito_automatico,0,1,36.1,0
72,23,M,anual,fibra,149.25,3452.84,7,nao,nao,cartao_credito,0,1,124.0,0
34,71,M,anual,nenhuma,46.61,3068.55,2,nao,sim,pix,1,2,151.6,0
74,46,F,bianual,fibra,93.27,3856.51,0,sim,sim,debito_automatico,0,1,22.5,0
66,14,F,mensal,fibra,115.17,1481.62,2,sim,nao,debito_automatico,0,2,64.1,1
72,44,M,bianual,fibra,125.13,5006.45,4,nao,nao,boleto,0,0,36.3,1
68,58,M,bianual,dsl,64.8,3670.5,2,nao,sim,debito_automatico,1,0,91.3,0
26,4,M,mensal,fibra,110.75,380.5,2,sim,nao,boleto,0,0,70.2,1
56,6,F,mensal,dsl,112.36,578.62,7,sim,nao,cartao_credito,0,0,35.0,0
43,1,F,mensal,dsl,82.4,74.78,4,nao,sim,cartao_credito,3,0,78.5,0
56,42,M,bianual,fibra,133.78,5087.2,5,nao,sim,boleto,1,0,98.6,1
64,5,F,mensal,fibra,130.63,578.31,5,sim,nao,cartao_credito,0,0,118.3,0
49,68,M,bianual,fibra,109.16,7373.61,3,nao,sim,cartao_credito,1,0,242.2,0
37,10,F,anual,dsl,93.58,799.88,5,nao,sim,cartao_credito,0,0,67.1,1
74,6,F,mensal,fibra,157.31,976.75,7,sim,sim,debito_automatico,2,2,84.3,1
59,19,F,anual,fibra,141.05,2683.96,5,nao,sim,debito_automatico,1,0,81.6,0
72,55,M,anual,fibra,107.51,5502.63,2,nao,nao,debito_automatico,2,0,312.4,1
32,66,M,bianual,fibra,138.46,9337.46,6,nao,sim,boleto,0,2,54.8,0
69,19,F,anual,dsl,51.54,953.44,1,nao,nao,debito_automatico,0,0,69.6,0
38,38,M,bianual,fibra,103.75,3800.75,0,sim,nao,boleto,1,0,73.7,0
46,56,M,mensal,nenhuma,57.29,2927.85,3,nao,sim,boleto,2,0,27.4,0
71,58,F,anual,fibra,128.02,7296.12,4,nao,nao,boleto,1,0,113.6,0
39,12,F,mensal,dsl,60.8,640.54,3,sim,nao,cartao_credito,0,1,93.2,1
33,61,F,bianual,dsl,71.33,4155.24,2,nao,nao,pix,4,0,52.5,0
74,63,F,bianual,fibra,104.98,5775.26,2,nao,nao,boleto,3,2,117.6,1
77,53,F,anual,dsl,116.46,5796.05,7,nao,sim,debito_automatico,2,1,105.1,0
37,38,M,anual,nenhuma,37.39,1382.82,2,nao,sim,cartao_credito,1,0,34.1,0
36,29,F,anual,dsl,101.15,2584.58,6,sim,sim,cartao_credito,0,0,114.4,0
32,65,F,bianual,nenhuma,45.96,2672.0,2,sim,nao,boleto,0,0,14.9,0
19,63,F,bianual,dsl,48.81,3113.93,0,sim,sim,cartao_credito,1,0,85.0,0
52,38,M,bianual,fibra,85.41,2924.73,0,nao,nao,debito_automatico,2,2,41.3,0
33,54,M,bianual,nenhuma,34.55,1621.5,1,nao,nao,boleto,1,0,208.5,0
70,29,F,mensal,fibra,148.71,3950.93,6,nao,sim,boleto,2,0,163.9,0
28,54,M,anual,dsl,85.47,4786.28,3,sim,nao,pix,1,0,210.0,0
57,7,M,mensal,dsl,103.6,717.05,5,nao,sim,boleto,0,1,45.2,1
49,65,F,bianual,nenhuma,81.51,5113.17,7,nao,sim,cartao_credito,1,1,35.4,0
55,38,F,anual,nenhuma,36.96,1429.88,0,nao,nao,boleto,1,1,75.6,0
24,44,M,bianual,fibra,76.07,3286.96,0,nao,sim,cartao_credito,2,0,49.3,0
46,14,M,mensal,dsl,127.18,1802.29,7,nao,sim,pix,0,0,41.2,0
56,39,M,anual,fibra,139.21,5328.38,4,sim,nao,debito_automatico,3,1,172.9,0
39,1,F,mensal,dsl,90.65,92.72,4,sim,nao,cartao_credito,1,1,171.2,0
72,65,M,bianual,dsl,77.66,4920.7,2,sim,nao,pix,1,0,139.7,0
50,54,M,bianual,fibra,137.7,6714.34,6,sim,sim,pix,2,1,16.2,0
40,33,M,anual,dsl,93.32,2642.95,5,nao,sim,boleto,1,2,106.3,0
19,61,M,bianual,fibra,101.11,5372.47,2,sim,sim,boleto,0,1,65.5,0
28,59,M,bianual,dsl,94.61,5316.78,5,sim,sim,boleto,3,2,131.0,1
47,9,M,mensal,nenhuma,29.45,276.81,0,sim,nao,boleto,0,1,126.9,0
42,4,F,anual,dsl,66.36,265.94,1,nao,sim,boleto,1,0,97.3,0
72,19,M,mensal,dsl,78.89,1506.54,1,nao,nao,cartao_credito,3,0,174.0,1
66,1,M,mensal,fibra,138.8,136.41,6,nao,sim,boleto,2,0,95.0,1
27,42,M,mensal,fibra,118.09,5112.03,5,nao,sim,debito_automatico,1,0,13.4,1
54,39,M,anual,fibra,103.15,4011.15,0,nao,sim,boleto,1,2,61.7,1
46,39,M,bianual,fibra,136.23,4790.56,7,nao,sim,debito_automatico,1,0,45.6,0
24,6,M,mensal,fibra,133.52,760.98,6,nao,sim,cartao_credito,4,2,35.0,1
59,67,M,anual,dsl,81.17,5062.43,3,nao,nao,boleto,0,2,37.2,0
51,71,M,bianual,dsl,66.34,4159.42,1,nao,nao,pix,3,1,55.4,0
23,43,F,bianual,fibra,102.44,3940.09,3,sim,nao,boleto,0,0,49.1,0
47,1,M,mensal,dsl,81.03,73.5,4,nao,sim,debito_automatico,0,3,111.2,1
63,29,F,mensal,nenhuma,53.15,1363.68,5,nao,nao,cartao_credito,1,2,43.3,0
38,52,F,anual,fibra,110.97,5155.67,2,sim,nao,boleto,1,1,115.0,0
40,54,M,bianual,dsl,64.47,3597.24,0,nao,sim,boleto,0,0,148.5,0
24,18,M,bianual,fibra,112.23,1855.8,4,nao,nao,boleto,1,3,113.1,0
30,60,M,anual,dsl,102.97,6273.98,5,nao,nao,debito_automatico,0,0,86.5,0
78,70,M,bianual,dsl,78.45,4738.49,2,nao,nao,debito_automatico,0,1,121.5,0
56,37,F,bianual,fibra,124.73,4828.97,5,nao,nao,cartao_credito,0,1,35.9,0
28,28,M,bianual,fibra,106.14,2980.71,4,nao,sim,debito_automatico,1,1,15.7,0
47,38,F,mensal,nenhuma,48.43,1898.02,4,nao,sim,pix,2,0,125.3,0
29,2,F,mensal,fibra,85.24,162.84,0,sim,sim,boleto,2,2,94.3,0
45,38,F,bianual,dsl,83.33,3093.42,2,sim,sim,cartao_credito,1,0,219.8,0
27,2,F,mensal,dsl,70.05,129.2,2,nao,sim,debito_automatico,1,2,150.3,0
56,3,F,mensal,fibra,129.95,365.06,6,nao,sim,pix,2,2,61.9,1
53,40,F,mensal,dsl,104.18,4167.82,6,nao,nao,cartao_credito,1,1,68.1,0
57,37,F,anual,dsl,92.64,2947.78,6,nao,sim,cartao_credito,1,1,88.8,0
45,72,M,bianual,fibra,118.11,7290.5,3,sim,nao,pix,2,2,70.9,0
35,37,M,bianual,nenhuma,33.18,1258.33,2,nao,nao,debito_automatico,1,1,87.3,1
33,71,M,anual,fibra,107.34,6645.65,3,nao,sim,boleto,0,0,51.0,0
31,59,M,bianual,dsl,106.0,6217.76,6,nao,sim,debito_automatico,1,4,135.2,0
44,25,F,anual,fibra,136.0,3025.69,4,sim,nao,boleto,0,2,108.6,0
45,67,M,bianual,fibra,139.58,8634.03,4,nao,sim,boleto,2,0,75.1,0
59,35,M,mensal,dsl,70.68,2247.97,3,nao,sim,pix,0,0,31.6,0
21,43,F,bianual,dsl,90.23,3678.4,5,nao,nao,cartao_credito,1,1,74.2,0
35,8,M,bianual,fibra,142.12,1154.39,6,sim,sim,cartao_credito,1,1,98.7,0
70,16,F,bianual,dsl,104.35,1711.52,5,sim,nao,pix,3,1,71.0,0
74,38,M,bianual,dsl,61.69,2096.69,3,sim,nao,cartao_credito,1,2,59.5,0
75,20,F,anual,fibra,138.7,2545.23,6,nao,sim,cartao_credito,4,1,10.7,0
36,44,F,bianual,dsl,107.1,4794.32,7,nao,nao,cartao_credito,1,0,319.6,0
26,6,M,mensal,dsl,87.61,456.23,6,nao,sim,cartao_credito,4,1,40.4,1
30,19,F,anual,dsl,100.3,1664.4,7,nao,sim,cartao_credito,2,0,102.6,0
26,48,M,bianual,dsl,66.46,3017.55,2,sim,sim,cartao_credito,0,1,35.0,0
77,45,F,anual,dsl,79.47,3604.86,3,sim,nao,debito_automatico,1,2,96.4,0
72,71,F,anual,nenhuma,41.06,2673.86,1,nao,nao,pix,3,0,103.1,0
68,65,M,bianual,dsl,73.83,4145.75,2,nao,nao,pix,1,0,63.6,0
63,59,F,anual,fibra,137.58,8470.92,5,nao,nao,cartao_credito,1,1,70.7,0
39,1,F,mensal,fibra,130.21,135.13,5,nao,sim,cartao_credito,2,1,47.9,1
47,44,F,anual,nenhuma,20.0,862.73,0,nao,nao,debito_automatico,5,0,319.6,0
70,17,F,anual,nenhuma,71.53,1199.44,6,nao,sim,pix,1,1,141.3,0
68,20,F,bianual,fibra,103.56,2147.29,1,nao,nao,debito_automatico,0,1,86.8,1
50,16,M,mensal,fibra,106.26,1664.07,1,sim,sim,boleto,1,0,52.1,1
69,33,F,anual,fibra,120.82,4017.69,4,sim,nao,boleto,1,2,131.9,1
39,9,F,mensal,nenhuma,25.57,216.94,1,nao,nao,boleto,0,1,132.8,0
43,39,M,bianual,nenhuma,83.69,2923.16,7,nao,sim,cartao_credito,0,1,35.6,0
70,12,M,anual,dsl,66.82,815.08,1,sim,sim,debito_automatico,1,0,20.4,1
41,37,M,bianual,fibra,107.86,3938.45,1,sim,sim,cartao_credito,1,0,51.6,1
64,46,M,anual,nenhuma,67.57,2821.99,6,nao,sim,boleto,2,1,49.7,0
46,13,M,mensal,fibra,100.66,1275.41,2,sim,sim,cartao_credito,0,1,22.5,1
36,8,M,mensal,fibra,136.05,1102.87,5,nao,nao,pix,1,4,40.1,1
31,59,F,anual,fibra,126.74,6760.32,5,nao,sim,debito_automatico,1,1,32.0,0
55,54,M,anual,dsl,59.4,3219.24,1,nao,sim,boleto,0,2,175.7,0
47,19,M,mensal,dsl,97.03,1593.71,4,sim,nao,debito_automatico,0,1,98.8,0
40,64,F,mensal,fibra,111.03,6928.2,4,nao,nao,cartao_credito,0,0,107.8,1
64,16,M,bianual,fibra,106.45,1788.0,0,nao,sim,debito_automatico,0,1,138.0,0
18,67,M,mensal,dsl,98.1,6725.68,6,sim,nao,pix,0,1,34.4,0
23,9,F,mensal,fibra,144.93,1337.15,6,nao,nao,debito_automatico,3,4,109.2,1
77,48,F,bianual,fibra,145.13,6869.21,7,sim,nao,pix,0,1,58.7,0
59,2,F,mensal,fibra,92.17,173.69,0,nao,sim,boleto,1,0,175.4,1
52,15,M,mensal,fibra,95.9,1417.56,1,nao,sim,boleto,2,0,159.0,1
18,30,M,anual,fibra,144.85,3972.82,6,nao,sim,debito_automatico,3,0,198.9,0
55,7,F,mensal,dsl,68.22,458.7,2,nao,nao,debito_automatico,0,0,37.6,1
44,33,F,mensal,fibra,125.42,3964.76,5,nao,nao,boleto,1,0,71.6,1
55,17,F,anual,fibra,120.51,1964.15,2,nao,nao,pix,1,1,49.0,0
20,8,F,mensal,dsl,63.24,471.72,1,nao,sim,boleto,0,5,45.8,0
52,70,M,mensal,fibra,116.59,7512.97,4,sim,sim,cartao_credito,2,1,50.9,0
53,71,M,mensal,dsl,51.08,3322.3,1,nao,nao,cartao_credito,0,0,125.5,1
35,70,F,anual,fibra,112.92,7074.01,1,nao,sim,pix,1,1,47.2,1
21,12,F,anual,nenhuma,52.58,591.66,4,sim,sim,pix,0,1,40.2,0
78,28,M,bianual,fibra,114.49,2800.35,1,nao,nao,pix,1,1,46.2,0
61,24,F,mensal,dsl,66.19,1636.72,1,sim,nao,boleto,0,1,24.1,0
56,24,M,anual,dsl,104.14,2159.29,6,sim,sim,cartao_credito,1,2,47.7,0
65,30,F,anual,dsl,88.36,2697.15,4,sim,nao,cartao_credito,2,1,162.6,0
59,37,M,bianual,dsl,104.73,3480.73,4,nao,sim,cartao_credito,0,1,269.3,0
26,35,F,anual,fibra,80.46,2874.24,1,sim,sim,cartao_credito,3,0,59.5,0
46,22,M,mensal,fibra,99.71,2180.58,1,sim,sim,pix,1,0,168.7,1
73,71,F,bianual,nenhuma,46.88,3442.3,3,nao,sim,debito_automatico,2,2,223.4,0
35,71,F,anual,nenhuma,47.3,3439.06,3,nao,sim,debito_automatico,3,0,156.9,0
78,24,M,anual,fibra,115.19,2737.52,3,nao,sim,cartao_credito,0,1,14.7,1
21,16,F,mensal,dsl,60.87,857.38,1,sim,sim,debito_automatico,2,0,58.6,1
38,39,F,bianual,dsl,112.51,4211.54,7,sim,sim,boleto,3,1,191.8,0
39,27,F,anual,dsl,70.81,1755.03,2,nao,sim,cartao_credito,1,1,129.7,0
56,72,M,bianual,nenhuma,62.49,4621.46,6,sim,nao,pix,1,0,148.7,0
28,31,F,mensal,dsl,82.05,2605.73,3,nao,sim,debito_automatico,2,4,80.2,1
32,3,F,mensal,fibra,119.73,327.87,3,nao,sim,boleto,1,1,100.4,0
59,10,F,anual,dsl,50.66,498.67,0,sim,sim,pix,1,1,64.5,0
35,6,M,mensal,fibra,144.94,798.03,5,nao,sim,cartao_credito,0,1,167.1,0
72,28,F,mensal,fibra,100.68,2778.55,0,nao,nao,cartao_credito,1,2,65.1,1
71,23,M,mensal,dsl,101.75,2276.53,5,sim,nao,cartao_credito,3,2,89.7,1
36,62,M,anual,dsl,117.65,6945.56,7,nao,sim,cartao_credito,0,1,51.3,1
52,65,M,bianual,fibra,106.24,7082.94,2,nao,sim,pix,0,1,40.8,0
38,11,M,mensal,dsl,120.13,1188.24,7,sim,sim,cartao_credito,0,4,176.6,1
39,69,M,bianual,fibra,142.57,9930.72,5,nao,sim,pix,2,0,164.7,0
59,43,M,bianual,fibra,96.46,4097.6,0,nao,nao,debito_automatico,1,2,46.4,0
36,23,F,anual,dsl,58.44,1218.11,1,nao,nao,debito_automatico,1,0,102.4,0
27,30,F,anual,dsl,94.68,2653.89,5,nao,nao,cartao_credito,0,2,164.1,0
34,32,M,anual,dsl,99.59,2752.84,5,nao,nao,cartao_credito,0,2,300.7,0
75,13,F,anual,fibra,96.7,1218.78,0,sim,nao,boleto,1,1,108.5,0
34,63,F,anual,dsl,94.38,6109.92,5,nao,sim,cartao_credito,1,3,158.9,1
40,1,F,anual,fibra,133.47,116.59,6,nao,nao,boleto,0,2,157.3,1
56,6,F,bianual,nenhuma,37.67,198.08,0,sim,nao,boleto,2,1,143.2,0
24,20,F,anual,fibra,137.42,2597.0,7,sim,sim,pix,1,0,17.9,0
34,11,F,bianual,nenhuma,49.47,493.15,4,sim,nao,cartao_credito,1,1,99.4,0
28,5,F,bianual,fibra,111.38,504.21,4,sim,sim,cartao_credito,1,1,65.9,1
75,28,F,anual,fibra,82.45,2257.2,0,nao,sim,debito_automatico,2,1,39.4,0
75,28,M,anual,fibra,131.98,3444.34,4,sim,nao,debito_automatico,1,1,35.3,1
64,10,F,mensal,dsl,89.25,909.39,3,nao,sim,pix,1,0,51.5,0
33,59,F,anual,nenhuma,40.41,2231.08,2,nao,sim,boleto,3,1,189.0,0
56,64,F,mensal,dsl,106.97,6661.61,6,sim,sim,pix,1,0,34.1,0
59,52,F,anual,fibra,97.92,4733.26,1,nao,nao,cartao_credito,0,0,144.3,1
71,38,M,bianual,fibra,80.46,2755.42,0,nao,nao,debito_automatico,3,1,216.8,0
27,69,M,anual,dsl,96.74,6303.04,3,sim,nao,cartao_credito,0,2,51.3,0
63,26,F,anual,fibra,141.0,3644.36,5,sim,nao,pix,0,0,205.7,0
30,31,F,anual,nenhuma,35.84,1156.11,1,nao,sim,cartao_credito,1,0,168.7,0
53,2,F,mensal,fibra,139.15,238.9,7,nao,nao,pix,0,1,64.3,1
72,51,F,anual,dsl,93.2,4545.8,5,nao,sim,debito_automatico,0,2,92.5,0
21,7,F,mensal,dsl,105.46,721.38,7,nao,sim,pix,1,0,44.5,0
27,48,F,anual,fibra,114.78,4777.48,3,nao,nao,boleto,2,2,77.1,0
68,57,M,anual,fibra,92.48,5354.83,0,nao,sim,pix,3,2,402.8,0
19,16,F,mensal,nenhuma,30.27,438.4,1,nao,nao,boleto,0,1,88.5,1
60,45,M,mensal,fibra,110.36,5090.27,4,nao,sim,pix,0,2,55.6,1
49,22,F,mensal,dsl,104.06,2198.94,4,sim,nao,boleto,3,1,18.4,0
39,29,M,anual,nenhuma,66.9,1708.09,5,nao,sim,boleto,2,1,108.5,0
71,39,F,anual,fibra,141.65,5512.44,6,nao,nao,pix,0,1,38.7,1
70,18,M,mensal,nenhuma,69.62,1104.59,6,nao,nao,cartao_credito,1,2,28.8,0
38,58,M,bianual,fibra,109.5,6313.37,4,sim,sim,pix,1,1,106.8,0
18,29,F,anual,dsl,54.33,1593.91,0,nao,nao,cartao_credito,1,0,43.4,0
25,34,F,bianual,fibra,119.41,3918.27,4,sim,nao,pix,3,0,147.8,0
24,59,M,bianual,dsl,108.68,5797.96,6,nao,sim,boleto,2,0,16.7,0
78,17,F,mensal,fibra,145.25,2314.84,6,sim,nao,debito_automatico,1,2,123.5,1
55,33,M,bianual,fibra,144.12,4544.81,6,nao,sim,cartao_credito,1,0,241.1,0
59,72,M,bianual,fibra,97.91,6930.78,0,sim,nao,boleto,2,0,114.3,0
32,29,M,anual,fibra,128.43,3638.01,3,nao,sim,cartao_credito,0,0,153.8,0
70,9,F,mensal,dsl,90.12,754.37,4,nao,nao,debito_automatico,0,1,48.3,1
62,21,F,anual,fibra,106.79,2246.25,1,sim,sim,cartao_credito,0,1,158.1,0
64,69,F,anual,fibra,117.95,8173.41,3,nao,nao,boleto,0,1,113.1,1
47,55,F,bianual,fibra,74.8,4069.84,0,nao,nao,cartao_credito,1,0,94.4,0
61,59,F,bianual,fibra,96.76,5163.25,1,nao,nao,debito_automatico,3,2,190.6,1
51,19,F,mensal,fibra,83.06,1489.57,0,nao,nao,cartao_credito,1,0,129.5,1
41,61,F,mensal,fibra,147.85,8446.62,7,nao,nao,boleto,0,3,40.6,1
54,29,M,mensal,dsl,96.67,2840.88,6,nao,sim,cartao_credito,0,3,63.2,1
38,58,M,anual,dsl,83.85,4919.89,3,nao,sim,boleto,0,3,220.0,0
77,64,M,anual,dsl,62.85,4115.78,0,nao,nao,cartao_credito,3,0,37.0,1
62,15,F,bianual,fibra,115.63,1554.48,2,nao,nao,boleto,4,0,37.0,1
63,68,F,anual,nenhuma,61.95,4211.3,3,nao,sim,cartao_credito,1,3,146.9,0
62,46,M,anual,dsl,49.59,2336.07,1,nao,nao,debito_automatico,0,2,61.3,0
45,53,F,anual,dsl,85.41,3998.45,5,nao,sim,boleto,3,0,244.8,0
76,55,F,bianual,fibra,169.42,7994.81,7,nao,nao,pix,0,2,131.7,0
30,13,M,anual,fibra,146.08,1654.26,6,nao,sim,cartao_credito,0,1,65.6,0
53,54,M,bianual,fibra,139.8,7332.09,6,sim,nao,cartao_credito,4,2,113.5,0
22,16,M,bianual,fibra,138.26,2066.89,6,nao,sim,debito_automatico,1,0,48.6,0
36,20,M,bianual,dsl,54.55,969.91,0,nao,sim,debito_automatico,0,2,270.6,0
53,9,F,anual,fibra,106.53,916.26,4,sim,nao,pix,1,1,97.0,1
48,14,F,bianual,fibra,115.82,1633.0,4,sim,sim,debito_automatico,2,2,70.4,0
76,71,M,anual,fibra,89.11,6460.71,0,sim,sim,cartao_credito,2,0,55.2,0
56,24,M,anual,fibra,92.27,2215.24,1,nao,nao,debito_automatico,2,0,39.7,1
43,28,M,anual,fibra,117.32,3373.99,4,sim,nao,boleto,0,0,44.5,0
44,35,M,anual,fibra,150.47,5112.86,5,sim,nao,debito_automatico,0,0,51.4,0
55,52,M,anual,dsl,60.99,3226.71,1,sim,sim,pix,0,2,23.7,0
67,42,F,anual,fibra,116.22,4556.33,3,sim,sim,cartao_credito,1,2,65.4,0
35,39,F,mensal,dsl,56.94,2266.17,0,sim,nao,boleto,2,1,75.0,0
54,61,F,bianual,nenhuma,29.72,1865.79,0,sim,nao,debito_automatico,1,1,115.2,0
53,36,M,bianual,nenhuma,53.18,1890.13,4,nao,nao,cartao_credito,1,1,46.0,0
18,56,F,mensal,dsl,96.98,5084.44,4,nao,sim,boleto,0,1,43.1,0
74,66,M,bianual,fibra,141.55,8467.25,6,nao,sim,pix,4,0,80.6,0
53,49,M,anual,dsl,100.7,4515.06,7,sim,nao,cartao_credito,0,0,70.8,0
33,3,F,anual,nenhuma,32.14,84.51,1,sim,sim,cartao_credito,3,1,108.8,0
57,19,F,mensal,fibra,104.62,1708.36,2,sim,nao,pix,1,0,17.5,1
60,45,M,mensal,fibra,136.25,5719.74,6,nao,sim,debito_automatico,1,0,114.1,0
74,35,F,anual,dsl,59.07,1774.98,0,sim,nao,boleto,1,0,79.7,0
20,21,F,anual,fibra,143.08,3083.16,6,sim,sim,debito_automatico,2,0,10.0,0
43,25,F,bianual,dsl,115.13,2820.66,7,nao,nao,cartao_credito,1,1,66.5,0
29,6,F,mensal,fibra,92.71,566.68,0,sim,nao,cartao_credito,0,2,141.3,1
53,17,M,bianual,fibra,98.69,1575.19,1,nao,sim,cartao_credito,3,1,87.3,0
49,57,F,anual,dsl,77.79,3967.53,5,nao,nao,boleto,1,1,72.1,0
47,1,M,mensal,dsl,85.22,77.38,3,nao,sim,pix,1,0,47.5,1
78,61,M,bianual,dsl,114.91,7156.34,7,sim,sim,cartao_credito,2,3,17.3,0
50,25,F,mensal,dsl,79.12,1729.52,4,sim,nao,boleto,2,1,83.5,1
43,59,F,bianual,nenhuma,67.24,3926.11,5,nao,nao,pix,2,0,164.5,0
22,19,M,mensal,fibra,103.18,1754.85,1,sim,sim,pix,2,1,220.0,1
35,60,F,anual,nenhuma,50.37,2782.34,2,sim,sim,pix,0,1,35.7,0
73,42,F,anual,fibra,102.08,3646.87,1,nao,sim,pix,2,1,89.4,0
46,62,F,bianual,fibra,100.57,5897.5,1,sim,sim,debito_automatico,2,0,93.0,0
74,5,M,anual,dsl,62.57,273.95,0,sim,sim,pix,0,1,58.9,0
51,58,M,mensal,fibra,143.55,8508.48,7,nao,sim,debito_automatico,1,1,166.5,0
51,20,M,mensal,nenhuma,28.3,492.16,0,nao,nao,debito_automatico,1,1,95.8,0
44,26,M,mensal,fibra,117.03,2738.73,4,sim,sim,debito_automatico,0,1,27.1,0
52,4,M,mensal,fibra,130.88,446.54,4,nao,nao,cartao_credito,1,0,73.2,1
22,69,M,anual,fibra,77.12,5579.76,0,nao,sim,boleto,2,1,147.8,1
21,47,M,bianual,dsl,109.53,5036.14,6,sim,sim,boleto,0,0,30.3,0
47,71,M,mensal,dsl,87.14,6055.25,4,nao,sim,cartao_credito,0,3,79.9,1
55,41,F,anual,fibra,105.72,4134.14,1,sim,sim,boleto,1,0,84.6,0
52,12,F,anual,fibra,91.76,1127.12,1,nao,nao,cartao_credito,0,0,95.9,1
44,25,M,mensal,fibra,130.72,2872.04,5,sim,sim,boleto,0,2,133.4,1
36,32,F,mensal,fibra,122.49,3953.27,4,sim,sim,debito_automatico,1,1,52.5,0
61,11,M,anual,dsl,82.47,917.53,3,nao,sim,boleto,1,1,245.7,0
55,68,M,bianual,dsl,70.62,4116.53,3,nao,nao,debito_automatico,2,2,104.6,0
20,69,F,bianual,fibra,95.09,5751.13,0,sim,sim,debito_automatico,1,3,296.0,0
46,41,M,anual,fibra,75.23,2959.29,0,nao,sim,debito_automatico,2,0,59.5,0
62,43,M,bianual,dsl,81.66,3048.01,4,nao,sim,cartao_credito,2,0,119.7,0
